"name","approx_cost(for two people)","online_order","book_table","rest_type","listed_in(type)","listed_in(city)","dish_liked","cuisines","rate"
"The Chocolate Heaven",700,1,0,"Dessert Parlor, Cafe","Dine-out","Kalyan Nagar","Waffles, Hot Chocolate, Brownie, Pizza, Coffee, Pancakes, Pasta","Desserts, Cafe, Italian, Beverages","4"
"Mavalli Tiffin Room (MTR)",250,0,0,"Quick Bites","Dine-out","Kalyan Nagar","Coffee, Rava Idli, Kesari Bath, Rava Masala Dosa, Badam Halwa, Vada, Pongal","South Indian","4"
"K.G.N Kabbab Corner",500,0,0,"Quick Bites","Dine-out","Kalyan Nagar","Mutton Biryani, Rolls, Chicken Roll","North Indian, Kebab","4"
"Kesar Sweet Shop And Fast Food",500,0,0,"Quick Bites","Dine-out","Kalyan Nagar","Chole Bhature, Chaat, Jalebi, Kulfi, Rasgulla","North Indian, South Indian, Chinese, Street Food, Mithai","4"
"Paratha Singh",350,1,0,"Quick Bites","Dine-out","Kalyan Nagar","Chaat, Pav Bhaji, Buttermilk, Ajwaini Paratha, Raj Kachori, Sev Puri, Bhel Puri","North Indian","4"
"Kanthari",400,1,0,"Quick Bites","Dine-out","Kalyan Nagar","Fish Fry, Chicken Curry, Duck Roast, Kerala Style Biryani","North Indian, Kerala, Chinese","4"
"Domino's Pizza",400,1,0,"Quick Bites","Dine-out","Kalyan Nagar","Pasta Italiano, Pizza Burger, Stuffed Garlic Bread","Pizza, Fast Food","3"
"Chaat Street",250,1,0,"Quick Bites","Dine-out","Kalyan Nagar","Chaat, Pav Bhaji, Paratha, Lassi, Panipuri, Dahipuri, Bhel Puri","Street Food, North Indian","4"
"Matru Sagar",300,1,0,"Quick Bites","Dine-out","Kalyan Nagar","Vada, Butter Masala Dosa, Coffee","South Indian, North Indian, Chinese","4"
"Leon Grill",500,1,0,"Quick Bites","Dine-out","Kalyan Nagar","Burgers, Fries, Peri Peri Chicken Salad, Jumbo Royale Burger, Salads, Rolls, Chicken Peri Peri Wrap","Burger, Fast Food","4"
"Oye Hoye",300,1,0,"Quick Bites","Dine-out","Kalyan Nagar","Paratha, Kheer, Thali, Roti, Rajma, Paneer Chatpata","North Indian","4"
"Subway",600,1,0,"Quick Bites","Dine-out","Kalyan Nagar","Sandwich, Salads, Sandwiches, Salad, Chicken Tikka","Salad, Fast Food","4"
"American Bites",450,1,0,"Quick Bites","Dine-out","Kalyan Nagar","Burgers, Hot Wings, Fries","Fast Food, Burger, Pizza","2"
"Srinidhi Veg Food Court",300,1,0,"Quick Bites","Dine-out","Kalyan Nagar","Filter Coffee, Onion Rava Masala Dosa, Tea, Chole Bhature, Roti, Noodles, Vada","Chinese, North Indian, South Indian","4"
"Cafe Nukkad",200,1,0,"Quick Bites","Dine-out","Kalyan Nagar","Cheese Sandwiches, Cheese Sandwich, Chocolate Sandwich, Chicken Sandwich, Chocolate Sandwiches, French Fries, Teriyaki Chicken","Fast Food","4"
"Balle Balle Dhaba",500,1,0,"Quick Bites","Dine-out","Kalyan Nagar","Paratha, Chicken Biryani, Butter Chicken, Lassi, Chilli Paneer, Tandoori Chicken, Naan","North Indian, Chinese","4"
"Cake House - Story Cafe",650,0,0,"Quick Bites","Dine-out","Kalyan Nagar","Coffee, Cheesecake, Sweet Potato Cake, Hot Chocolate, Sweet Potato Latte, Ramen, French Toast","Bakery, Desserts","4"
"Cafe 99 Kerala Mess",350,1,0,"Quick Bites","Dine-out","Kalyan Nagar","Shawarma","Kerala, North Indian, Chinese","4"
"New Udupi Upahara",200,0,0,"Quick Bites","Dine-out","Kalyan Nagar","Panneer Butter Masala, Vada, Filter Coffee, Tandoori Roti","Chinese, North Indian, South Indian","4"
"Chetty's Coffee",150,0,0,"Quick Bites","Dine-out","Kalyan Nagar","Masala Dosa, Caramel Coffee, Filter Coffee, Vada","South Indian","4"
"Goli Vada Pav No. 1",200,1,0,"Quick Bites","Dine-out","Kalyan Nagar","Kulfi, Masala Vada Pav","Street Food","4"
"Paranthas and Dosas",400,0,0,"Quick Bites","Dine-out","Kalyan Nagar","Aloo Paratha, Masala Dosa, Coffee, Dahi Vada, Paneer Parantha, Sweet Lassi, Mix Veg Parantha","North Indian, South Indian","4"
"SS Bucket Biryani",600,0,0,"Casual Dining","Dine-out","Kalyan Nagar","Brinjal Curry, Basmati Rice, Mutton Biryani","Biryani, North Indian, Chinese","4"
"Nandhana Palace",800,0,1,"Casual Dining, Bar","Dine-out","Kalyan Nagar","Biryani, Andhra Thali, Mutton Fry, Andhra Chilli Chicken, Chicken Kshatriya, Chicken Guntur, Bamboo Chicken","Andhra, Biryani, North Indian, Chinese","4"
"Onesta",600,1,1,"Casual Dining, Cafe","Dine-out","Kalyan Nagar","Roast Chicken Pizza, Ricotta Ravioli, Pasta, Berryblast, Paneer Tikka Pizza, Barbeque Chicken Pizza, Mocktails","Pizza, Cafe, Italian","4"
"Connie's Restaurant & Steakhouse",1500,1,1,"Casual Dining","Dine-out","Kalyan Nagar","Steak, Garlic Bread, Burgers, Pasta, Chicken Wings, Salads, Pepper Chicken","Steak, Continental, Burger, American, BBQ, European, Salad","4"
"Raidan Restaurant",450,0,0,"Casual Dining","Dine-out","Kalyan Nagar","Shawarma, Rolls, Biryani, Chicken Malhooth, Salad","Arabian, Chinese, North Indian","4"
"Giselle Resto Cafe",800,1,1,"Cafe","Dine-out","Kalyan Nagar","Pancakes, Steak, Mocktails, Burgers, Wings, Paneer Pizza, Wood Fire Pizza","Cafe, Italian, Pizza, Beverages, Desserts","4"
"OKI",1200,1,1,"Casual Dining","Dine-out","Kalyan Nagar","Khau Suey, Ravioli, Pork Ribs, Basil Pannacotta, Tender Coconut Ice Cream, Mocktails, Sushi","Asian, European, Italian, Korean, Malaysian, Thai, Vietnamese, Chinese","5"
"FireHouse - Bar & Kitchen",1500,1,1,"Pub","Dine-out","Kalyan Nagar","Cocktails, Peri Peri Chicken, Meat Pizza, Mojito, Buffalo Wings, Beer, Burgers","Continental, American, Chinese, BBQ, Salad, Italian","4"
"Angaar Indian Grill & Restaurant",600,0,0,"Casual Dining","Dine-out","Kalyan Nagar","Shawarma, Mutton Biryani, Angara Kebab, Ghee Rice","Arabian, Mughlai, North Indian, Chinese, Rolls","4"
"Mahadii's",600,1,0,"Casual Dining","Dine-out","Kalyan Nagar","Sea Food, Andhra Meal, Mutton Biryani, Mutton Chops, Butter Naan, Noodles, Brownie","Andhra, North Indian, Chinese","4"
"Arirang Korean Restaurant",1400,0,1,"Casual Dining","Dine-out","Kalyan Nagar","Chicken Gimbap, Sushi, Kimchi, Bulgogi, Beef Bibimbap, Sea Food, Wine","Korean","4"
"Thalassery Restaurant",800,1,0,"Casual Dining","Dine-out","Kalyan Nagar","Fish Curry, Appam, Butter Chicken, Chicken Curry, Thali, Fish Fry, Roast Chicken","Seafood, Biryani, South Indian, North Indian, Chinese, Arabian, Kerala","4"
"Coffee Mechanics",700,1,0,"Cafe","Dine-out","Kalyan Nagar","Brownie, Fries, English Breakfast, Cinnamon Roll, Brewed Coffee, Wings, Cappuccino","Cafe, Bakery, French, Jewish, Sandwich, Vegan, Coffee","4"
"Sangam Mess",300,0,0,"Mess","Dine-out","Kalyan Nagar","Beef Fry, Beef Biryani, Beef Curry, Roast Beef, Masala Prawn, Fish, Kerala Parotta","South Indian, Biryani, North Indian","4"
"Delicious Momos",450,0,0,"Casual Dining","Dine-out","Kalyan Nagar","Momos, Noodles, Pork Momo, Chilli Chicken, Bbq Pork Ribs","Chinese, Momos","4"
"Abhiruchi",650,0,0,"Casual Dining","Dine-out","Kalyan Nagar","Biryani","Andhra, Seafood, North Indian, Chinese","4"
"The Mangalorean",550,1,1,"Casual Dining","Dine-out","Kalyan Nagar","Neer Dosa, Roast Pork, Fish, Sea Food, Biryani, Ghee Rice, Caramel Custard","Konkan, Mangalorean, Seafood","4"
"Vanas",400,1,0,"Casual Dining","Dine-out","Kalyan Nagar","Sea Food, Fish Thali, Neer Dosa","Mangalorean, Seafood","4"
"Aqni",650,1,0,"Casual Dining","Dine-out","Kalyan Nagar","Kheer, Butter Chicken, Kebab Manchurian, Raita, Rolls, Chicken Rara, Brain Pepper Fry","North Indian, Mughlai, Biryani, Rolls","4"
"Savoury Restaurant",800,1,0,"Casual Dining","Dine-out","Kalyan Nagar","Chicken Grill, Shawarma, Tandoori Chicken, Lassi, Noodles, Chicken Shawarama, Arabian Grape Juice","Arabian, North Indian, Chinese, Beverages","4"
"Churrascaria Brazil",1400,0,0,"Casual Dining","Dine-out","Kalyan Nagar","Salads, Pineapple Grill, Caramel Custard, Caramel Pudding, Chicken Sausages","European","4"
"New Peking",700,1,0,"Casual Dining","Dine-out","Kalyan Nagar","Noodles, Seafood Soup, Hunan Chicken, Chicken Momo, Prawn, Vanilla Ice Cream, Steak","Chinese, Malaysian","4"
"Empire Restaurant",750,1,0,"Casual Dining","Dine-out","Kalyan Nagar","Alfam Chicken, Ghee Rice, Chicken Curry, Mutton Biryani, Chicken Grill, Shawarma, Fruit Salad","North Indian, Mughlai, South Indian, Chinese","4"
"Al-Badia Restaurant",700,0,0,"Casual Dining","Dine-out","Kalyan Nagar","Baklava, Arabic Cuisine, Mutton Mandi, Shawarma Roll, Arabian Kebab","Arabian","4"
"Zyara",650,1,0,"Casual Dining","Dine-out","Kalyan Nagar","Shawarma, Chicken Grill, Tandoori Chicken, Chicken Curry, Butter Chicken, Kheer, Keema Naan","North Indian, Mughlai, Chinese","4"
"Hyderabad Biryaani Palace",750,1,0,"Casual Dining","Dine-out","Kalyan Nagar","Hyderabadi Biryani","Biryani, Hyderabadi, Chinese","4"
"Yuan Restaurant",600,1,0,"Casual Dining","Dine-out","Kalyan Nagar","Momos, Spring Roll, Manchow Soup, Dragon Noodles","Chinese, Momos","4"
"Cafe Thulp",1000,1,0,"Cafe","Dine-out","Kalyan Nagar","Burgers, Sandwiches, Pasta, Moo Burger, Cheesy Fries, Beef Burger, Potato Skins","Cafe, Burger, Italian, Salad","4"
"Yomama!!",800,1,1,"Cafe","Dine-out","Kalyan Nagar","Burgers, Spaghetti, Beef Burger, Cheesecake, Steak, Chicken Burger, Pasta","Continental, Burger, Cafe, Steak","4"
"Samovar",600,1,0,"Casual Dining","Dine-out","Kalyan Nagar","Paratha, Kerala Parotta, Fish Fry, Sea Food, Tea","Kerala, South Indian","4"
